video_id,video_thread_id,author_username,author_displayname,author_follower_count,author_like_count_total,author_video_count,author_avatar_url,video_caption,video_stickers,video_timestamp,video_unix_timestamp,video_is_duet,video_is_ad,video_is_paid_partnership,video_is_sensitive,video_is_photosensitive,music_name,music_id,music_url,music_thumbnail_url,music_author,video_file_url,video_platform_url,video_thumbnail_url,video_like_count,video_comment_count,video_share_count,video_view_count,video_hashtags,video_challenges,video_diversification_labels,video_location_created,video_effects,video_warning,video_missing_fields,influencer_type,video_has_frames,video_has_video,video_duration_seconds,influencer,influencer_clean,video_engagement_rate,eng_bin,has_frames,personen_anzahl,personen_anzahl_max,detected_person_frames,sampled_frames_personen_anzahl
7516243181650988334,7516243181650988334,ai.kalai,kalai.ai,9773,20,55,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/45d68ec3204d7240e36c53ed1e2e7afb~tplv-tiktokx-cropcenter:100:100.jpeg?dr=10399&refresh_token=095ca665&x-expires=1762524000&x-signature=wNgqVYFyiyLbavnGVyKTerWi9fE%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=no1a,oop 🫢🫢  #fyp #trending #googleveo3 #ai #viral #Vlog #podcast #funny #girls  ,🫢,2025-06-15 18:23:00,1750011780,no,no,no,no,no,original sound,7516243306027584302,https://v16-webapp-prime.tiktok.com/video/tos/maliva/tos-maliva-v-27dcd7c799-us/ocB9EAb4g3POrAA8mlQDhBAUiYavWh4SPiEEC/?a=1988&bti=ODszNWYuMDE6&ch=0&cr=0&dr=0&er=0&lr=default&cd=0%7C0%7C0%7C0&br=250&bt=125&ds=5&ft=GNDpcInz7Th9re6PXq8Zmo&mime_type=audio_mpeg&qs=13&rc=ajQ8NnE5cjRqNDMzZzU8NEBpajQ8NnE5cjRqNDMzZzU8NEBya2Y1MmRrczRhLS1kMS9zYSNya2Y1MmRrczRhLS1kMS9zcw%3D%3D&btag=e00070000&expire=1762357781&l=20251105144934542F704282C3613704C6&ply_type=3&policy=3&signature=d5efc52fdb1aa0fe9fbd89f14e16121d&tk=7515001471399445526,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/45d68ec3204d7240e36c53ed1e2e7afb~tplv-tiktokx-cropcenter:1080:1080.jpeg?dr=10399&refresh_token=1d7c1a3b&x-expires=1762524000&x-signature=326Khhb2hswLf3sIEdVHnUHxYcI%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=no1a,kalai.ai,,https://www.tiktok.com/@ai.kalai/video/7516243181650988334,,390,9,107,42500,"fyp,trending,googleveo3,ai,viral,vlog,podcast,funny,girls","fyp,trending,googleveo3,ai,viral,vlog,podcast,funny,girls",,,Brownie Grain,,,ai,True,True,6.958,ai.kalai,ai.kalai,0.0119058823529411,Low,True,2.142857142857143,3.0,7,7
7515925552549678378,7515925552549678378,ai.kalai,kalai.ai,9773,20,55,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/45d68ec3204d7240e36c53ed1e2e7afb~tplv-tiktokx-cropcenter:100:100.jpeg?dr=10399&refresh_token=095ca665&x-expires=1762524000&x-signature=wNgqVYFyiyLbavnGVyKTerWi9fE%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=no1a,"and if i’m fake, i ain’t notice cause my money aint! 🤑 #makeup #transition #makeuptransition #transitionidea #ai #googleveo3 #fyp ",,2025-06-14 21:50:25,1749937825,no,no,no,no,no,original sound,7475751843734915857,https://v16-webapp-prime.tiktok.com/video/tos/alisg/tos-alisg-v-27dcd7/oMkNLJzUn9Ba5yEfBpFEgSDtUvCJ7A1YQmf0Qz/?a=1988&bti=ODszNWYuMDE6&ch=0&cr=0&dr=0&er=0&lr=default&cd=0%7C0%7C0%7C0&br=250&bt=125&ft=GNDpcInz7Th9re6PXq8Zmo&mime_type=audio_mpeg&qs=6&rc=PDhmNTk0OmVoNzg6Z2k3aEBpM3M8bm45cmVteDMzODU8NEAtNjIvYmEvXl4xL15eYjEwYSMyaGRtMmRjNnNgLS1kMS1zcw%3D%3D&btag=e000b8000&expire=1762357795&l=20251105144934542F704282C3613704C6&ply_type=3&policy=3&signature=e5f81df10b2166d27d42405f89b08fb6&tk=7515001471399445526,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/c3a8987895c6f698c769ede93320e015~tplv-tiktokx-cropcenter:1080:1080.jpeg?dr=10399&refresh_token=4495f2c7&x-expires=1762524000&x-signature=5ondNreTy6E%2F9goVHOSCD6J3a9Q%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=no1a,𝔪𝔬𝔬𝔫𝔰𝔱𝔬𝔫𝔢𝔡,,https://www.tiktok.com/@ai.kalai/video/7515925552549678378,,287,5,17,23700,"makeup,transition,makeuptransition,transitionidea,ai,googleveo3,fyp","makeup,transition,makeuptransition,transitionidea,ai,googleveo3,fyp",,,Brownie Grain,,,ai,True,True,9.5,ai.kalai,ai.kalai,0.0130379746835443,Low,True,2.5,5.0,10,10
7521159314757684535,7521159314757684535,ai.kalai,kalai.ai,9773,20,55,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/45d68ec3204d7240e36c53ed1e2e7afb~tplv-tiktokx-cropcenter:100:100.jpeg?dr=10399&refresh_token=095ca665&x-expires=1762524000&x-signature=wNgqVYFyiyLbavnGVyKTerWi9fE%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=no1a,uh oh!! #peanutbutter #groceryshopping #groceryhaul #groceries #shopping #steal #lifestyle #makeup #beauty #ai #googleveo3 #fyp #viral #trending #ootd #contentinspo ,teaching yall how i steal cause why this almond butter $20?,2025-06-29 00:19:44,1751156384,no,no,no,no,no,UH OHHH,7206043331833367342,https://v77.tiktokcdn-eu.com/887b72ddcdb0c68ddcafc71c46f28ea8/690cb590/video/tos/maliva/tos-maliva-v-27dcd7c799-us/415d516688d6483bb3994cc3405c35e0/?a=1233&bti=ODszNWYuMDE6&ch=0&cr=0&dr=0&er=0&lr=default&cd=0%7C0%7C0%7C0&br=250&bt=125&ft=.NpOcInz7Thske6PXq8Zmo&mime_type=audio_mpeg&qs=6&rc=aTM2NDs3NTM6aDM7ZmU7NEBpam1tcWg6ZmtqajMzZzU8NEAzNjMzYDJiXmMxYzAuMV9eYSNkay80cjQwMS1gLS1kMS9zcw%3D%3D&vvpl=1&l=20251105144944E5525CE96F39E537EF20&btag=e000b0000,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/7bf5ef11ddf5aaa73119455427a68424~tplv-tiktokx-cropcenter:1080:1080.jpeg?dr=10399&refresh_token=1e1b6103&x-expires=1762524000&x-signature=eb%2FUOUiiNQ%2BEfxNRAM8PG72ploU%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=no1a,★ KILLA ★,,https://www.tiktok.com/@ai.kalai/video/7521159314757684535,,166,0,4,24500,"peanutbutter,groceryshopping,groceryhaul,groceries,shopping,steal,lifestyle,makeup,beauty,ai,googleveo3,fyp,viral,trending,ootd,contentinspo","peanutbutter,groceryshopping,groceryhaul,groceries,shopping,steal,lifestyle,makeup,beauty,ai,googleveo3,fyp,viral,trending,ootd,contentinspo",,,Brownie Grain,,,ai,True,True,8.0,ai.kalai,ai.kalai,0.006938775510204,Low,True,2.375,6.0,8,8
7521486299098778894,7521486299098778894,ai.kalai,kalai.ai,9773,20,55,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/45d68ec3204d7240e36c53ed1e2e7afb~tplv-tiktokx-cropcenter:100:100.jpeg?dr=10399&refresh_token=095ca665&x-expires=1762524000&x-signature=wNgqVYFyiyLbavnGVyKTerWi9fE%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=no1a,insanee #movies #movienight #popcorn #fastfood #fyp #viral #trending #ai #googleveo3 #aiinfluencer #beauty #makeup #hair #shrek5 #shrek #funny ,,2025-06-29 21:28:54,1751232534,no,no,no,no,no,sonido original,7476142109439871749,https://v77.tiktokcdn-eu.com/eb4ded45270c16f99da72c6d7e7d0323/690cb59b/video/tos/useast2a/tos-useast2a-v-27dcd7/osSBTEggeEQme9mBNGTPC1CeLICSLonEFSOYZn/?a=1233&bti=ODszNWYuMDE6&ch=0&cr=0&dr=0&er=0&lr=default&cd=0%7C0%7C0%7C0&br=250&bt=125&ft=.NpOcInz7Th8ke6PXq8Zmo&mime_type=audio_mpeg&qs=6&rc=PDtkZzs2ZzlmaTc0OWQ4OUBpajRsbnM5cmQ8eTMzNzU8M0AuMjMwLy9eXjQxMTAxYDA1YSM0LzFsMmRjYy1gLS1kMTZzcw%3D%3D&vvpl=1&l=202511051449367CE3D14207D586394069&btag=e000b8000,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/a742122ff0a3bd1ebb228e37468a6d27~tplv-tiktokx-cropcenter:1080:1080.jpeg?dr=10399&refresh_token=a8d9394d&x-expires=1762524000&x-signature=Fp9puroA9Vo3Ny0cgZIWbk%2FFwA4%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=no1a,Axel Cancino,,https://www.tiktok.com/@ai.kalai/video/7521486299098778894,,194,3,21,20600,"movies,movienight,popcorn,fastfood,fyp,viral,trending,ai,googleveo3,aiinfluencer,beauty,makeup,hair,shrek5,shrek,funny","movies,movienight,popcorn,fastfood,fyp,viral,trending,ai,googleveo3,aiinfluencer,beauty,makeup,hair,shrek5,shrek,funny",,,Brownie Grain,,,ai,True,True,7.3,ai.kalai,ai.kalai,0.0105825242718446,Low,True,5.875,11.0,7,8
7521490969468865847,7521490969468865847,ai.kalai,kalai.ai,9773,20,55,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/45d68ec3204d7240e36c53ed1e2e7afb~tplv-tiktokx-cropcenter:100:100.jpeg?dr=10399&refresh_token=095ca665&x-expires=1762524000&x-signature=wNgqVYFyiyLbavnGVyKTerWi9fE%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=no1a,and he knows that 🎬 #acting #actor #actress #viral #trending #ai #googleveo3 #movie #whattowatch #fyp ,,2025-06-29 21:46:50,1751233610,no,no,no,no,no,original sound,7521491039350295310,https://v16-webapp-prime.tiktok.com/video/tos/maliva/tos-maliva-v-27dcd7c799-us/oIbBAZOfBhzoFDC8EREHJteDgEVUS5AXMlYXEA/?a=1988&bti=ODszNWYuMDE6&ch=0&cr=0&dr=0&er=0&lr=default&cd=0%7C0%7C0%7C0&br=250&bt=125&ds=5&ft=GNDpcInz7Th9re6PXq8Zmo&mime_type=audio_mpeg&qs=13&rc=anhkNXg5cm11NDMzZzU8NEBpanhkNXg5cm11NDMzZzU8NEAwbXIwMmRrNWRhLS1kMS9zYSMwbXIwMmRrNWRhLS1kMS9zcw%3D%3D&btag=e00070000&expire=1762357782&l=20251105144934542F704282C3613704C6&ply_type=3&policy=3&signature=130818db39c633cd36650aa3bcce820d&tk=7515001471399445526,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/45d68ec3204d7240e36c53ed1e2e7afb~tplv-tiktokx-cropcenter:1080:1080.jpeg?dr=10399&refresh_token=1d7c1a3b&x-expires=1762524000&x-signature=326Khhb2hswLf3sIEdVHnUHxYcI%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=no1a,kalai.ai,,https://www.tiktok.com/@ai.kalai/video/7521490969468865847,,278,17,8,30400,"acting,actor,actress,viral,trending,ai,googleveo3,movie,whattowatch,fyp","acting,actor,actress,viral,trending,ai,googleveo3,movie,WhatToWatch,fyp",,,Brownie Grain,,,ai,True,True,7.967,ai.kalai,ai.kalai,0.0099671052631578,Low,True,2.625,5.0,8,8
7516637350072470798,7516637350072470798,ai.kalai,kalai.ai,9773,20,55,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/45d68ec3204d7240e36c53ed1e2e7afb~tplv-tiktokx-cropcenter:100:100.jpeg?dr=10399&refresh_token=095ca665&x-expires=1762524000&x-signature=wNgqVYFyiyLbavnGVyKTerWi9fE%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=no1a,cash out to see the rodeo 🤠 #beyonce #cowboycarter #viral #vlog #fyp #trending #ai #googleveo3 #,,2025-06-16 19:52:35,1750103555,no,no,no,no,no,DESERT EAGLE,7351619501962823682,https://sf77-ies-music-sg.tiktokcdn.com/obj/tos-alisg-ve-2774/oQWAwMY2HEBAZdkUQ1OFrIZoQWGVgA8iCBigv,https://p77-sg.tiktokcdn.com/aweme/720x720/tos-alisg-v-2774/oIAApizzAssMi5PWiNBAPEEBJwBoBAUAzPfnXz.jpeg,Beyoncé,,https://www.tiktok.com/@ai.kalai/video/7516637350072470798,,283,4,12,28400,"beyonce,cowboycarter,viral,vlog,fyp,trending,ai,googleveo3","beyonce,cowboycarter,viral,vlog,fyp,trending,ai,googleveo3",,,,,,ai,True,True,8.0,ai.kalai,ai.kalai,0.0105281690140845,Low,True,1.25,2.0,8,8
7516241082754010414,7516241082754010414,ai.kalai,kalai.ai,9773,20,55,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/45d68ec3204d7240e36c53ed1e2e7afb~tplv-tiktokx-cropcenter:100:100.jpeg?dr=10399&refresh_token=095ca665&x-expires=1762524000&x-signature=wNgqVYFyiyLbavnGVyKTerWi9fE%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=no1a,be so fr! #ai #fyp #trending #googleveo3 #viral #Vlog #hollywood #hiking #la ,,2025-06-15 18:14:45,1750011285,no,no,no,no,no,i love vlada,7262356106323004193,https://v77.tiktokcdn-eu.com/14fadb30ac13ee775f62a288dbf2ec19/690cb647/video/tos/useast2a/tos-useast2a-v-2370-euttp/ocnhI58XmEPyXP5JDEnCMJyeJZkQEBHUVRDfb9/?a=1233&bti=ODszNWYuMDE6&ch=0&cr=0&dr=0&er=0&lr=default&cd=0%7C0%7C0%7C0&br=250&bt=125&ft=.NpOcInz7ThJMe6PXq8Zmo&mime_type=audio_mpeg&qs=6&rc=aGdnZTc1NDczOTQ4NzloZEBpaml4O2k6ZnZrbTMzZjU8M0AtYl9hL2A1NV8xNjE1Yi9gYSNwL2czcjRnMTFgLS1kMWNzcw%3D%3D&vvpl=1&l=202511051452381B8FD0A9E2419938E881&btag=e000b8000,https://p16-pu-sign-no.tiktokcdn-eu.com/tos-no1a-avt-0068c001-no/2c6c9c565f20301f42bcdf418067ba83~tplv-tiktokx-cropcenter:1080:1080.jpeg?dr=10399&refresh_token=c26a5f22&x-expires=1762524000&x-signature=hbI5fvXWziuKEVZFHCOQsf8KWgk%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=no1a,harvey,,https://www.tiktok.com/@ai.kalai/video/7516241082754010414,,269,4,76,33100,"ai,fyp,trending,googleveo3,viral,vlog,hollywood,hiking,la","ai,fyp,trending,googleveo3,viral,vlog,hollywood,hiking,la",,,,,,ai,True,True,8.0,ai.kalai,ai.kalai,0.0105438066465256,Low,True,1.0,1.0,8,8
7516244049251208494,7516244049251208494,ai.kalai,kalai.ai,9773,20,55,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/45d68ec3204d7240e36c53ed1e2e7afb~tplv-tiktokx-cropcenter:100:100.jpeg?dr=10399&refresh_token=095ca665&x-expires=1762524000&x-signature=wNgqVYFyiyLbavnGVyKTerWi9fE%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=no1a,what do we think? 🤔💇🏽‍♀️ #hair #hairstyle #vlog #fyp #trending #ai #viral #googleveo3 #beauty ,,2025-06-15 18:26:26,1750011986,no,no,no,no,no,stargirl,7271706549603862529,https://sf77-ies-music-sg.tiktokcdn.com/obj/tos-alisg-ve-2774/oY1GB4fDQI0GZNnteD6iKnHAcBwC3E8HFO1KMg,https://p77-sg.tiktokcdn.com/aweme/720x720/tos-alisg-v-2774/oEvU8hgID3nC6QA8kmBKHklqfAsBZtAAIeXAbC.jpeg,ADTurnUp,,https://www.tiktok.com/@ai.kalai/video/7516244049251208494,,402,5,83,40700,"hair,hairstyle,vlog,fyp,trending,ai,viral,googleveo3,beauty","hair,hairstyle,vlog,fyp,trending,ai,viral,googleveo3,beauty",,,,,,ai,True,True,8.0,ai.kalai,ai.kalai,0.012039312039312,Low,True,1.125,2.0,8,8
7516955006088613175,7516955006088613175,ai.kalai,kalai.ai,9773,20,55,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/45d68ec3204d7240e36c53ed1e2e7afb~tplv-tiktokx-cropcenter:100:100.jpeg?dr=10399&refresh_token=095ca665&x-expires=1762524000&x-signature=wNgqVYFyiyLbavnGVyKTerWi9fE%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=no1a,⚠️ feed the models!! ⚠️ #trending #fyp #life #viral #ai #googleveo3 #beauty #model #photoshoot #setlife ,,2025-06-17 16:25:26,1750177526,no,no,no,no,no,original sound,7516955179900537655,https://v77.tiktokcdn-eu.com/580afac3e81b8960c47ba02db7d46c9f/690cb63b/video/tos/maliva/tos-maliva-v-27dcd7c799-us/oIUei3EgSxCF4EZlBcJ5xUf1AbDgDBAE6AvorR/?a=1233&bti=ODszNWYuMDE6&ch=0&cr=0&dr=0&er=0&lr=default&cd=0%7C0%7C0%7C0&br=250&bt=125&ds=5&ft=.NpOcInz7ThJMe6PXq8Zmo&mime_type=audio_mpeg&qs=13&rc=M3N1eHI5cndzNDMzZzU8NEBpM3N1eHI5cndzNDMzZzU8NEBwaWtuMmRzYTVhLS1kMS9zYSNwaWtuMmRzYTVhLS1kMS9zcw%3D%3D&vvpl=1&l=202511051452381B8FD0A9E2419938E881&btag=e00070000,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/45d68ec3204d7240e36c53ed1e2e7afb~tplv-tiktokx-cropcenter:1080:1080.jpeg?dr=10399&refresh_token=1d7c1a3b&x-expires=1762524000&x-signature=326Khhb2hswLf3sIEdVHnUHxYcI%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=no1a,kalai.ai,,https://www.tiktok.com/@ai.kalai/video/7516955006088613175,,177,3,22,29900,"trending,fyp,life,viral,ai,googleveo3,beauty,model,photoshoot,setlife","trending,fyp,life,viral,ai,googleveo3,beauty,model,photoshoot,setlife",,,,,,ai,True,True,5.75,ai.kalai,ai.kalai,0.0067558528428093,Low,True,1.0,1.0,6,6
7516376664570416426,7516376664570416426,ai.kalai,kalai.ai,9773,20,55,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/45d68ec3204d7240e36c53ed1e2e7afb~tplv-tiktokx-cropcenter:100:100.jpeg?dr=10399&refresh_token=095ca665&x-expires=1762524000&x-signature=wNgqVYFyiyLbavnGVyKTerWi9fE%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=no1a,ooo! 🫢 #kellyprice #ai #vlog #fyp #trending #googleveo3 #viral #funny ,,2025-06-16 03:00:42,1750042842,no,no,no,no,no,Tired,6896606984003668742,https://sf77-ies-music-sg.tiktokcdn.com/obj/tos-alisg-ve-2774/oocYAGhkuXfFfWfWUAYZyfrABfCSfCSLY0k30W,https://p77-sg.tiktokcdn.com/aweme/720x720/tos-alisg-v-2774/3060a3819c2d4f9dbe78133487edfe50.jpeg,Kelly Price,,https://www.tiktok.com/@ai.kalai/video/7516376664570416426,,320,5,25,32400,"kellyprice,ai,vlog,fyp,trending,googleveo3,viral,funny","kellyprice,ai,vlog,fyp,trending,googleveo3,viral,funny",,,Brownie Grain,,,ai,True,True,8.0,ai.kalai,ai.kalai,0.0108024691358024,Low,True,1.0,1.0,8,8
