id,thread_id,author,author_full,author_followers,author_likes,author_videos,author_avatar,body,stickers,timestamp,unix_timestamp,is_duet,is_ad,is_paid_partnership,is_sensitive,is_photosensitive,music_name,music_id,music_url,music_thumbnail,music_author,video_url,tiktok_url,thumbnail_url,likes,comments,shares,plays,hashtags,challenges,diversification_labels,location_created,effects,warning,missing_fields
7516032103390203178,7516032103390203178,ai.kalai,kalai.ai,9773,20,55,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/45d68ec3204d7240e36c53ed1e2e7afb~tplv-tiktokx-cropcenter:100:100.jpeg?dr=10399&refresh_token=095ca665&x-expires=1762524000&x-signature=wNgqVYFyiyLbavnGVyKTerWi9fE%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=no1a,let’s GO!! #ai #fyp #viral #Vlog #googleveo3 #trending ,,2025-06-15 04:43:57,1749962637,no,no,no,no,no,original sound,7497428638682336046,https://v16-webapp-prime.tiktok.com/video/tos/maliva/tos-maliva-v-27dcd7c799-us/o4NxOiIKiEAEwsBxhMfvFAVBEAGv0BpQBAI6Ak/?a=1988&bti=ODszNWYuMDE6&ch=0&cr=0&dr=0&er=0&lr=default&cd=0%7C0%7C0%7C0&br=250&bt=125&ds=5&ft=GNDpcInz7Th9re6PXq8Zmo&mime_type=audio_mpeg&qs=13&rc=amg2NGs5cmQ2MzMzZzU8NEBpamg2NGs5cmQ2MzMzZzU8NEAvL2YxMmRzYzNhLS1kMS9zYSMvL2YxMmRzYzNhLS1kMS9zcw%3D%3D&btag=e00070000&expire=1762357783&l=20251105144934542F704282C3613704C6&ply_type=3&policy=3&signature=a47d3e33a76e9f9d9443ead86f41aeda&tk=7515001471399445526,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/a0b3e03271230e808fe36103b30c2e0b~tplv-tiktokx-cropcenter:1080:1080.jpeg?dr=10399&refresh_token=e8ce78d3&x-expires=1762524000&x-signature=wpvAB%2Fz3mzMrBIhpw7KqaI6XTVw%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=no1a,🌺,,https://www.tiktok.com/@ai.kalai/video/7516032103390203178,,752,4,113,42500,"ai,fyp,viral,vlog,googleveo3,trending","ai,fyp,viral,vlog,googleveo3,trending",,,Brownie Grain,,
7517830042206899469,7517830042206899469,ai.kalai,kalai.ai,9773,20,55,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/45d68ec3204d7240e36c53ed1e2e7afb~tplv-tiktokx-cropcenter:100:100.jpeg?dr=10399&refresh_token=095ca665&x-expires=1762524000&x-signature=wNgqVYFyiyLbavnGVyKTerWi9fE%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=no1a,i'm Kalaï and i was literally prompted to serve #fyp #googleveo3 #ai #aiinfluencer #viral #trending #beauty #makeup #lifestyle #summervibes ,your new favorite ai influencer 💞,2025-06-20 01:00:40,1750381240,no,no,no,no,no,fyne shts,7444004400147778347,https://v16-webapp-prime.tiktok.com/video/tos/maliva/tos-maliva-ve-27dcd7c799-us/ogEJgTEKJuDQ8cSTUEqc1cgQDfCeFDEaKBInmY/?a=1988&bti=ODszNWYuMDE6&ch=0&cr=0&dr=0&er=0&lr=default&cd=0%7C0%7C0%7C0&br=250&bt=125&ft=GNDpcInz7Th9re6PXq8Zmo&mime_type=audio_mpeg&qs=6&rc=NjtmZGRnaTQ6OWQ0NmYzPEBpM2dscmo5cjo5dzMzZzU8NEAzNV4tY2JfXmIxLl8xNS42YSMuXmQtMmQ0aTRgLS1kMS9zcw%3D%3D&btag=e000b0000&expire=1762357784&l=20251105144934542F704282C3613704C6&ply_type=3&policy=3&signature=b9876d3609586ab53c1bf024f5f6ff7e&tk=7515001471399445526,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/ac0b9cd77f0ac823b4bdc1da57095730~tplv-tiktokx-cropcenter:1080:1080.jpeg?dr=10399&refresh_token=774fa72a&x-expires=1762524000&x-signature=3Mgmk5BY1efc23P1%2BK8pEV83q7s%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=no1a,￼,,https://www.tiktok.com/@ai.kalai/video/7517830042206899469,,701,17,207,45100,"fyp,googleveo3,ai,aiinfluencer,viral,trending,beauty,makeup,lifestyle,summervibes","fyp,googleveo3,ai,aiinfluencer,viral,trending,beauty,makeup,lifestyle,summervibes",,,,,
7516243181650988334,7516243181650988334,ai.kalai,kalai.ai,9773,20,55,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/45d68ec3204d7240e36c53ed1e2e7afb~tplv-tiktokx-cropcenter:100:100.jpeg?dr=10399&refresh_token=095ca665&x-expires=1762524000&x-signature=wNgqVYFyiyLbavnGVyKTerWi9fE%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=no1a,oop 🫢🫢  #fyp #trending #googleveo3 #ai #viral #Vlog #podcast #funny #girls  ,🫢,2025-06-15 18:23:00,1750011780,no,no,no,no,no,original sound,7516243306027584302,https://v16-webapp-prime.tiktok.com/video/tos/maliva/tos-maliva-v-27dcd7c799-us/ocB9EAb4g3POrAA8mlQDhBAUiYavWh4SPiEEC/?a=1988&bti=ODszNWYuMDE6&ch=0&cr=0&dr=0&er=0&lr=default&cd=0%7C0%7C0%7C0&br=250&bt=125&ds=5&ft=GNDpcInz7Th9re6PXq8Zmo&mime_type=audio_mpeg&qs=13&rc=ajQ8NnE5cjRqNDMzZzU8NEBpajQ8NnE5cjRqNDMzZzU8NEBya2Y1MmRrczRhLS1kMS9zYSNya2Y1MmRrczRhLS1kMS9zcw%3D%3D&btag=e00070000&expire=1762357781&l=20251105144934542F704282C3613704C6&ply_type=3&policy=3&signature=d5efc52fdb1aa0fe9fbd89f14e16121d&tk=7515001471399445526,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/45d68ec3204d7240e36c53ed1e2e7afb~tplv-tiktokx-cropcenter:1080:1080.jpeg?dr=10399&refresh_token=1d7c1a3b&x-expires=1762524000&x-signature=326Khhb2hswLf3sIEdVHnUHxYcI%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=no1a,kalai.ai,,https://www.tiktok.com/@ai.kalai/video/7516243181650988334,,390,9,107,42500,"fyp,trending,googleveo3,ai,viral,vlog,podcast,funny,girls","fyp,trending,googleveo3,ai,viral,vlog,podcast,funny,girls",,,Brownie Grain,,
7516395955562859819,7516395955562859819,ai.kalai,kalai.ai,9773,20,55,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/45d68ec3204d7240e36c53ed1e2e7afb~tplv-tiktokx-cropcenter:100:100.jpeg?dr=10399&refresh_token=095ca665&x-expires=1762524000&x-signature=wNgqVYFyiyLbavnGVyKTerWi9fE%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=no1a,xoxo #loveisland #viral #vlog #fyp #trending #googleveo3 #ai ,,2025-06-16 04:15:49,1750047349,no,no,no,no,no,original sound,7516396075876518702,https://v16-webapp-prime.tiktok.com/video/tos/maliva/tos-maliva-v-27dcd7c799-us/o8n5EsFYAvS26GrPDADCEpTeJjogmBBUA5ENfQ/?a=1988&bti=ODszNWYuMDE6&ch=0&cr=0&dr=0&er=0&lr=default&cd=0%7C0%7C0%7C0&br=250&bt=125&ds=5&ft=GNDpcInz7Th9re6PXq8Zmo&mime_type=audio_mpeg&qs=13&rc=MzlxdXg5cndzNDMzZzU8NEBpMzlxdXg5cndzNDMzZzU8NEBqZm1lMmRraDRhLS1kMS9zYSNqZm1lMmRraDRhLS1kMS9zcw%3D%3D&btag=e00070000&expire=1762357781&l=20251105144934542F704282C3613704C6&ply_type=3&policy=3&signature=6c765028da05720ad64a1eb3369ea259&tk=7515001471399445526,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/45d68ec3204d7240e36c53ed1e2e7afb~tplv-tiktokx-cropcenter:1080:1080.jpeg?dr=10399&refresh_token=1d7c1a3b&x-expires=1762524000&x-signature=326Khhb2hswLf3sIEdVHnUHxYcI%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=no1a,kalai.ai,,https://www.tiktok.com/@ai.kalai/video/7516395955562859819,,1225,12,215,42200,"loveisland,viral,vlog,fyp,trending,googleveo3,ai","loveisland,viral,vlog,fyp,trending,googleveo3,ai",,,Brownie Grain,,
7518222079955602743,7518222079955602743,ai.kalai,kalai.ai,9773,20,55,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/45d68ec3204d7240e36c53ed1e2e7afb~tplv-tiktokx-cropcenter:100:100.jpeg?dr=10399&refresh_token=095ca665&x-expires=1762524000&x-signature=wNgqVYFyiyLbavnGVyKTerWi9fE%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=no1a,PSA 🩷 #advice #bigsisteradvice #therapy #therapytiktok #selflove #fyp #trending #viral #ai #googleveo3 #hair #hairroutine #love #relationship ,,2025-06-21 02:21:51,1750472511,no,no,no,no,no,original sound,7518222125875186445,https://v16-webapp-prime.tiktok.com/video/tos/maliva/tos-maliva-v-27dcd7c799-us/oYFHYnABPB8MA4CBAWia8BCAigF5l0QUEwXE4/?a=1988&bti=ODszNWYuMDE6&ch=0&cr=0&dr=0&er=0&lr=default&cd=0%7C0%7C0%7C0&br=250&bt=125&ds=5&ft=GNDpcInz7Th9re6PXq8Zmo&mime_type=audio_mpeg&qs=13&rc=M3NsbXI5cmo0NDMzZzU8NEBpM3NsbXI5cmo0NDMzZzU8NEAuYzQtMmQ0Yl9hLS1kMS9zYSMuYzQtMmQ0Yl9hLS1kMS9zcw%3D%3D&btag=e00070000&expire=1762357783&l=20251105144934542F704282C3613704C6&ply_type=3&policy=3&signature=8bbab6436512cf2dc88195070a0fa92e&tk=7515001471399445526,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/45d68ec3204d7240e36c53ed1e2e7afb~tplv-tiktokx-cropcenter:1080:1080.jpeg?dr=10399&refresh_token=1d7c1a3b&x-expires=1762524000&x-signature=326Khhb2hswLf3sIEdVHnUHxYcI%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=no1a,kalai.ai,,https://www.tiktok.com/@ai.kalai/video/7518222079955602743,,443,7,37,18000,"advice,bigsisteradvice,therapy,therapytiktok,selflove,fyp,trending,viral,ai,googleveo3,hair,hairroutine,love,relationship","advice,bigsisteradvice,therapy,therapytiktok,selflove,fyp,trending,viral,ai,googleveo3,hair,hairroutine,love,relationship",,,Brownie Grain,,
7515925552549678378,7515925552549678378,ai.kalai,kalai.ai,9773,20,55,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/45d68ec3204d7240e36c53ed1e2e7afb~tplv-tiktokx-cropcenter:100:100.jpeg?dr=10399&refresh_token=095ca665&x-expires=1762524000&x-signature=wNgqVYFyiyLbavnGVyKTerWi9fE%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=no1a,"and if i’m fake, i ain’t notice cause my money aint! 🤑 #makeup #transition #makeuptransition #transitionidea #ai #googleveo3 #fyp ",,2025-06-14 21:50:25,1749937825,no,no,no,no,no,original sound,7475751843734915857,https://v16-webapp-prime.tiktok.com/video/tos/alisg/tos-alisg-v-27dcd7/oMkNLJzUn9Ba5yEfBpFEgSDtUvCJ7A1YQmf0Qz/?a=1988&bti=ODszNWYuMDE6&ch=0&cr=0&dr=0&er=0&lr=default&cd=0%7C0%7C0%7C0&br=250&bt=125&ft=GNDpcInz7Th9re6PXq8Zmo&mime_type=audio_mpeg&qs=6&rc=PDhmNTk0OmVoNzg6Z2k3aEBpM3M8bm45cmVteDMzODU8NEAtNjIvYmEvXl4xL15eYjEwYSMyaGRtMmRjNnNgLS1kMS1zcw%3D%3D&btag=e000b8000&expire=1762357795&l=20251105144934542F704282C3613704C6&ply_type=3&policy=3&signature=e5f81df10b2166d27d42405f89b08fb6&tk=7515001471399445526,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/c3a8987895c6f698c769ede93320e015~tplv-tiktokx-cropcenter:1080:1080.jpeg?dr=10399&refresh_token=4495f2c7&x-expires=1762524000&x-signature=5ondNreTy6E%2F9goVHOSCD6J3a9Q%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=no1a,𝔪𝔬𝔬𝔫𝔰𝔱𝔬𝔫𝔢𝔡,,https://www.tiktok.com/@ai.kalai/video/7515925552549678378,,287,5,17,23700,"makeup,transition,makeuptransition,transitionidea,ai,googleveo3,fyp","makeup,transition,makeuptransition,transitionidea,ai,googleveo3,fyp",,,Brownie Grain,,
7516376664570416426,7516376664570416426,ai.kalai,kalai.ai,9773,20,55,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/45d68ec3204d7240e36c53ed1e2e7afb~tplv-tiktokx-cropcenter:100:100.jpeg?dr=10399&refresh_token=095ca665&x-expires=1762524000&x-signature=wNgqVYFyiyLbavnGVyKTerWi9fE%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=no1a,ooo! 🫢 #kellyprice #ai #vlog #fyp #trending #googleveo3 #viral #funny ,,2025-06-16 03:00:42,1750042842,no,no,no,no,no,Tired,6896606984003668742,https://sf77-ies-music-sg.tiktokcdn.com/obj/tos-alisg-ve-2774/oocYAGhkuXfFfWfWUAYZyfrABfCSfCSLY0k30W,https://p77-sg.tiktokcdn.com/aweme/720x720/tos-alisg-v-2774/3060a3819c2d4f9dbe78133487edfe50.jpeg,Kelly Price,,https://www.tiktok.com/@ai.kalai/video/7516376664570416426,,320,5,25,32400,"kellyprice,ai,vlog,fyp,trending,googleveo3,viral,funny","kellyprice,ai,vlog,fyp,trending,googleveo3,viral,funny",,,Brownie Grain,,
7521490969468865847,7521490969468865847,ai.kalai,kalai.ai,9773,20,55,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/45d68ec3204d7240e36c53ed1e2e7afb~tplv-tiktokx-cropcenter:100:100.jpeg?dr=10399&refresh_token=095ca665&x-expires=1762524000&x-signature=wNgqVYFyiyLbavnGVyKTerWi9fE%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=no1a,and he knows that 🎬 #acting #actor #actress #viral #trending #ai #googleveo3 #movie #whattowatch #fyp ,,2025-06-29 21:46:50,1751233610,no,no,no,no,no,original sound,7521491039350295310,https://v16-webapp-prime.tiktok.com/video/tos/maliva/tos-maliva-v-27dcd7c799-us/oIbBAZOfBhzoFDC8EREHJteDgEVUS5AXMlYXEA/?a=1988&bti=ODszNWYuMDE6&ch=0&cr=0&dr=0&er=0&lr=default&cd=0%7C0%7C0%7C0&br=250&bt=125&ds=5&ft=GNDpcInz7Th9re6PXq8Zmo&mime_type=audio_mpeg&qs=13&rc=anhkNXg5cm11NDMzZzU8NEBpanhkNXg5cm11NDMzZzU8NEAwbXIwMmRrNWRhLS1kMS9zYSMwbXIwMmRrNWRhLS1kMS9zcw%3D%3D&btag=e00070000&expire=1762357782&l=20251105144934542F704282C3613704C6&ply_type=3&policy=3&signature=130818db39c633cd36650aa3bcce820d&tk=7515001471399445526,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/45d68ec3204d7240e36c53ed1e2e7afb~tplv-tiktokx-cropcenter:1080:1080.jpeg?dr=10399&refresh_token=1d7c1a3b&x-expires=1762524000&x-signature=326Khhb2hswLf3sIEdVHnUHxYcI%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=no1a,kalai.ai,,https://www.tiktok.com/@ai.kalai/video/7521490969468865847,,278,17,8,30400,"acting,actor,actress,viral,trending,ai,googleveo3,movie,whattowatch,fyp","acting,actor,actress,viral,trending,ai,googleveo3,movie,WhatToWatch,fyp",,,Brownie Grain,,
7521488514597276983,7521488514597276983,ai.kalai,kalai.ai,9773,20,55,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/45d68ec3204d7240e36c53ed1e2e7afb~tplv-tiktokx-cropcenter:100:100.jpeg?dr=10399&refresh_token=095ca665&x-expires=1762524000&x-signature=wNgqVYFyiyLbavnGVyKTerWi9fE%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=no1a,What room do yall want to see next? #housetour #bathroom #bathroommakeover #bathroomdesign #decor #remodel #masterbath #homedecor #home #homedesign #ai #googleveo3 #homedepot #construction #homeowner #fyp #trending #viral #vlog ,Master Bathroom Tour 🤍,2025-06-29 21:37:26,1751233046,no,no,no,no,no,Be Your Girl By Teedra Moses X Kaytranada Edition,6895152330681961218,https://v16-webapp-prime.tiktok.com/video/tos/alisg/tos-alisg-v-27dcd7/ede74adc9db645f787503c68a507d527/?a=1988&bti=ODszNWYuMDE6&ch=0&cr=0&dr=0&er=0&lr=default&cd=0%7C0%7C0%7C0&br=250&bt=125&ft=GNDpcInz7Th9re6PXq8Zmo&mime_type=audio_mpeg&qs=6&rc=aDg4ZjU1NTM4OzQ5MzUzPEBpam46Nmd5djc7eDMzOTU8M0A2Xl9iYC9eNWMxLmExL2JiYSNnNm5oNl9sLmxfLS1hMTRzcw%3D%3D&btag=e000b8000&expire=1762357791&l=20251105144934542F704282C3613704C6&ply_type=3&policy=3&signature=f9be1a6f8c1d5267f15434a4d8e27a27&tk=7515001471399445526,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/7c6743c3f1b431b0bdb352153101435b~tplv-tiktokx-cropcenter:1080:1080.jpeg?dr=10399&refresh_token=f675e2e8&x-expires=1762524000&x-signature=68pX4oO3SHV3HIXy41WYdgsrQWs%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=no1a,The Favourites.,,https://www.tiktok.com/@ai.kalai/video/7521488514597276983,,670,14,40,31900,"housetour,bathroom,bathroommakeover,bathroomdesign,decor,remodel,masterbath,homedecor,home,homedesign,ai,googleveo3,homedepot,construction,homeowner,fyp,trending,viral,vlog","housetour,bathroom,bathroommakeover,bathroomdesign,decor,remodel,masterbath,homedecor,home,homedesign,ai,googleveo3,homedepot,construction,homeowner,fyp,trending,viral,vlog",,,Brownie Grain,,
7517774065457728782,7517774065457728782,ai.kalai,kalai.ai,9773,20,55,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/45d68ec3204d7240e36c53ed1e2e7afb~tplv-tiktokx-cropcenter:100:100.jpeg?dr=10399&refresh_token=095ca665&x-expires=1762524000&x-signature=wNgqVYFyiyLbavnGVyKTerWi9fE%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=no1a,"Replying to @Skyy Makhasi got you you bestie 💕 summer blush girl makeup ✨ #makeuptutorial #softglam #latinasoftgirl #aiinfluencer #hyperrea 💄 MAKEUP PRODUCT BREAKDOWN (in tutorial order): SKIN PREP: - @Glow Recipe Watermelon Glow Niacinamide Dew Drops — for hydrated, glowy skin - @Tatcha US The Silk Canvas — smoothing primer for blurred base FOUNDATION: - @Armani beauty Luminous Silk Foundation (shade 7.5) — lightweight with radiant finish CONCEALER: -@Rare Beauty Liquid Touch Brightening Concealer (shade 290N) — brightens under eyes and highlights center of face CONTOUR/BRONZER: -@makeupbymario SoftSculpt Shaping Stick (shade Medium Dark) — subtle contour to sculpt cheeks and forehead BLUSH: -@Diorbeauty Rosy Glow Blush (shade 001 Pink) — applied generously across cheeks, nose, and up into temples for that viral flushed effect -@Glossier Cloud Paint (shade Beam) — layered under powder blush for extra warmth HIGHLIGHT: -@Charlotte Tilbury Light Wand (shade Spotlight) — dewy champagne glow on cheekbones, tip of nose, and brow bone BROWS: -@Benefit Cosmetics Precisely, My Brow Pencil (shade 4.5) — feathered, soft brows -@REFY Brow Sculpt — laminated finish with clean hold EYES: -@Pat McGrath Labs Mothership Palette (neutral tones) — light shimmer on lids, warm matte in the crease -@Stila Cosmetics Stay All Day Waterproof Liquid Eyeliner (Black) — crisp winged liner -@ArdellBeauty Wispies (113) — fluffy natural lashes LIPS: -@maccosmetics Lip Pencil (Whirl) — lined for soft definition -@Fenty Beauty Gloss Bomb (shade Fenty Glow) — juicy peach-pink high-shine gloss SETTING SPRAY: -@charlotte tilbury Airbrush Flawless Setting Spray — locks in that summer glow  #makeup #viral #ai #fyp #trending #vlog #googleveo3 ",,2025-06-19 21:23:31,1750368211,no,no,no,no,no,Kitty Kat (Album Version),6696419994168723458,https://sf77-ies-music-sg.tiktokcdn.com/obj/tos-alisg-ve-2774/ff23f2ea3f094a579c9729871d69d7e8,https://p77-sg.tiktokcdn.com/aweme/720x720/tos-alisg-v-2774/6723f38ca2794e11be4ddc243b0350fc.jpeg,Beyoncé,,https://www.tiktok.com/@ai.kalai/video/7517774065457728782,,735,13,81,42000,"makeuptutorial,softglam,latinasoftgirl,aiinfluencer,hyperrea,makeup,viral,ai,fyp,trending,vlog,googleveo3","makeuptutorial,softglam,latinasoftgirl,aiinfluencer,hyperrea,makeup,viral,ai,fyp,trending,vlog,googleveo3",,,Brownie Grain,,
